,Wallet,NumberOfTokensAdopted,EarlyCount,LaggardCount,EarlyPercentage,LaggardPercentage,Whale,Non-WhaleEarlyAdopters,Non-WhaleLaggardAdopters,NumberOfWhalesInteractedWith
7484,0x0000000000000000000000008d96aa20d4a787f30f278f4684638cdd4b3491df,74,11,63,14.864864864864863,85.13513513513513,False,False,True,29.0
7485,0x0000000000000000000000001ad149bf4c74259c8afb8bb8b66d8bf71a5a9757,112,34,78,30.357142857142858,69.64285714285714,True,False,False,189.0
7486,0x0000000000000000000000003678a3ea65a8c268762ac5a4382aa4ecc2ff7ea6,9,3,6,33.333333333333336,66.66666666666667,False,False,True,4.0
7487,0x00000000000000000000000008239935b1d7dea670a0650b8fd2cfa69094856c,4,1,3,25.0,75.0,False,False,True,2.0
7488,0x000000000000000000000000ce28e61ced622c20ea960c0c363b99e77fe7151f,2,1,1,50.0,50.0,False,False,True,1.0
7489,0x0000000000000000000000001014ba4c3d37427b666edd7c9730d05d5ee81855,21,7,14,33.333333333333336,66.66666666666667,False,False,True,11.0
7490,0x000000000000000000000000dd3f7f533e0f700d75bb2ae0c6566bd2abeaccaa,19,4,15,21.05263157894737,78.94736842105263,False,False,True,8.0
7491,0x000000000000000000000000d187412c0d53ce5dca77e07e11adbb82de787a7d,2,1,1,50.0,50.0,False,False,True,1.0
7492,0x000000000000000000000000ff4ca50b1c7f81a3c2bbe8cef879556336c14791,13,4,9,30.76923076923077,69.23076923076923,False,False,True,6.0
7493,0x00000000000000000000000017a3a2c4a5e117127416144b35dc71a69d901082,6,2,4,33.333333333333336,66.66666666666667,False,False,True,2.0
7494,0x0000000000000000000000000a07e92d18669837c9eaf2d2376801c0ee3ab8a9,23,9,14,39.130434782608695,60.869565217391305,False,False,True,7.0
7495,0x00000000000000000000000010d562b90c45dc803535d8644f812f34ec396694,126,49,77,38.888888888888886,61.11111111111112,False,False,True,38.0
7496,0x0000000000000000000000005e34d873d40fcf2df6dcc3b8b390d215d70c3c2d,46,9,37,19.565217391304348,80.43478260869566,False,False,True,23.0
7497,0x00000000000000000000000022921ab5ae4a3c406cdbcf481f83990b461d5b4b,1,1,0,100.0,0.0,False,True,False,1.0
7498,0x000000000000000000000000f82b7bcdb0cb3f01cab76a9f0751212e64f6af4c,36,8,28,22.22222222222222,77.77777777777777,False,False,True,13.0
7499,0x000000000000000000000000125b6a56075018d7d1e9644020e6361e84ecc252,13,4,9,30.76923076923077,69.23076923076923,False,False,True,6.0
7500,0x000000000000000000000000a57195c40862d1849430595de5f61888e5ff52d9,5,1,4,20.0,80.0,False,False,True,1.0
7501,0x0000000000000000000000001e0f55b03840849acfe729c821b3063179aee68c,20,8,12,40.0,60.0,False,False,True,7.0
7502,0x0000000000000000000000000c7dcf4119886cc2e6d92ddd8557e2a716319750,157,50,107,31.84713375796178,68.15286624203821,False,False,True,48.0
7503,0x000000000000000000000000605715139fbab3eaf1cacf7714f2c6d4556991bb,110,26,84,23.63636363636364,76.36363636363636,False,False,True,43.0
7504,0x0000000000000000000000008a6f8a0b26a5c6ff2457af60db06e7625dafbc02,22,4,18,18.181818181818183,81.81818181818181,False,False,True,12.0
7505,0x0000000000000000000000005f847f0fc70ef161176e3137042e19704a68dfe8,3,1,2,33.333333333333336,66.66666666666667,False,False,True,1.0
7506,0x000000000000000000000000beacbefd7e847eede351cd8307827abc4a9bdfdd,5,3,2,60.0,40.0,False,False,False,2.0
7507,0x000000000000000000000000d485fbfe4804bdef421b96598b50b14f6393cc8b,2,1,1,50.0,50.0,False,False,True,1.0
7508,0x000000000000000000000000a6069521a8b3cd09c4b27ae88a7acb0eb3fbc498,3,2,1,66.66666666666667,33.333333333333336,False,False,False,2.0
7509,0x0000000000000000000000009129bf4183fe4d4741b97f12eeaabd5ba7ecf8ff,71,18,53,25.35211267605634,74.64788732394366,False,False,True,36.0
7510,0x000000000000000000000000d6e0e8584d1486df053fc8800a9d811c945b368d,7,3,4,42.85714285714285,57.142857142857146,False,False,True,7.0
7511,0x000000000000000000000000708f0ae652c2c36b858d0b8d6e8f6ac2140b1340,11,1,10,9.090909090909092,90.9090909090909,False,False,True,5.0
7512,0x000000000000000000000000b291327a1b28031487d71eb49a88017cb53d30a8,20,5,15,25.0,75.0,False,False,True,7.0
7513,0x000000000000000000000000a16d71a0d4191798e63d74e219f5d81b1f0571b4,24,9,15,37.5,62.5,False,False,True,10.0
7514,0x000000000000000000000000744996cccbc4d173ad639f91824d27c222da746f,237,50,187,21.09704641350211,78.90295358649789,False,False,True,68.0
7515,0x000000000000000000000000ab31c112aea39fcfac9cab07e9ebe0128b5ab0ce,46,7,39,15.217391304347826,84.78260869565217,False,False,True,25.0
7516,0x0000000000000000000000001b08968ce2b6ba4e8976103603f8c6d9081d097d,43,12,31,27.906976744186046,72.09302325581395,False,False,True,14.0
7517,0x0000000000000000000000008bdd68408547bd4a816ff4a45dbbe137a780afb0,16,2,14,12.5,87.5,False,False,True,8.0
7518,0x000000000000000000000000d12f98afb7f7d85c98999399aea93f7437ca9a3f,35,7,28,20.0,80.0,False,False,True,10.0
7519,0x0000000000000000000000006a0e7b7b18798e09f94c25e9d8a1ab70dd71a256,114,26,88,22.80701754385965,77.19298245614036,False,False,True,44.0
7520,0x000000000000000000000000e19d5e7a566b57bf357ff921699d77d8d5ef9d10,12,3,9,25.0,75.0,False,False,True,7.0
7521,0x000000000000000000000000e8661c4f90bf45158cd2753542264ac46bb9b436,10,6,4,60.0,40.0,False,False,False,5.0
7522,0x0000000000000000000000001a829432a86d486a594a0004b885a212b48dc9bc,55,13,42,23.63636363636364,76.36363636363636,False,False,True,26.0
7523,0x0000000000000000000000003795e0e9d53785a7dbda75577d19f972b3312c03,26,6,20,23.07692307692308,76.92307692307692,False,False,True,13.0
7524,0x00000000000000000000000045bbd76bf59a4d6c13fe483510fe70300b5bcf39,119,20,99,16.80672268907563,83.19327731092437,False,False,True,30.0
7525,0x000000000000000000000000009635ae60d3235ecfd98ae75ccac1e31af6c3a0,3,2,1,66.66666666666667,33.333333333333336,False,False,False,2.0
7526,0x000000000000000000000000e943d7d3cfb0103a1cac921ce4e14d97ded108a0,42,9,33,21.428571428571427,78.57142857142857,False,False,True,23.0
7527,0x000000000000000000000000173010e09c0152fa783a135d14abc7bfda3d4ff4,49,19,30,38.775510204081634,61.224489795918366,False,False,True,22.0
7528,0x00000000000000000000000028bb9fcfe9fc6a09206e6aac99926426daee1eaa,19,5,14,26.31578947368421,73.6842105263158,False,False,True,8.0
7529,0x0000000000000000000000003fce0b444701ec597b1273df5a694a8a1c3bb207,26,7,19,26.923076923076923,73.07692307692308,False,False,True,16.0
7530,0x000000000000000000000000a154889208834ef819cbf526904691dfe7bb25e6,16,3,13,18.75,81.25,False,False,True,6.0
7531,0x0000000000000000000000007c65c61cc5741a21c4cfb30e4c91b6f92fc7de4f,22,7,15,31.818181818181817,68.18181818181819,False,False,True,10.0
7532,0x000000000000000000000000b71af29fbfd2dca350e0a900b2816cde6f825ee4,26,6,20,23.07692307692308,76.92307692307692,False,False,True,11.0
7533,0x000000000000000000000000668472e8b8fe49366d0ccaf893af88bbaa865b1c,47,11,36,23.404255319148938,76.59574468085107,False,False,True,20.0
7534,0x0000000000000000000000004b3e8343c10a841410aca62763cade7bf872520c,163,20,143,12.269938650306749,87.73006134969326,False,False,True,35.0
7535,0x000000000000000000000000cbdbf8fdea6283d8aa654492b668ea47f9873c77,17,4,13,23.529411764705884,76.47058823529412,False,False,True,6.0
7536,0x000000000000000000000000a94a09031cecc7762bf806d9f8c75db2a1134241,8,4,4,50.0,50.0,False,False,True,3.0
7537,0x0000000000000000000000001c31a9eed8ddce20680a383b3c9996e5651af7fe,113,29,84,25.663716814159294,74.33628318584071,False,False,True,50.0
7538,0x00000000000000000000000097a59a465de0bd7c1f14846aab0a176370033e6a,23,6,17,26.08695652173913,73.91304347826087,False,False,True,11.0
7539,0x0000000000000000000000003e6a264d695e9127a89f4b2aeed08d988f6b6e6b,3,2,1,66.66666666666667,33.333333333333336,False,False,False,1.0
7540,0x000000000000000000000000632104fef637b2d9179af7ee0eba85c243578f61,47,5,42,10.638297872340424,89.36170212765957,False,False,True,15.0
7541,0x0000000000000000000000000ebb18db05a6b53950cb69ffab7692fa56e36f66,2,1,1,50.0,50.0,False,False,True,1.0
7542,0x0000000000000000000000004de3be0aff6023f75e897be9cb11678ff273ccbb,22,4,18,18.181818181818183,81.81818181818181,False,False,True,11.0
7543,0x00000000000000000000000079e8ef6d838942a7f7e9799151259fa1f55d24fa,3,1,2,33.333333333333336,66.66666666666667,False,False,True,1.0
7544,0x000000000000000000000000e6a51737f8aaa7ff4df149323e545773033bee88,85,24,61,28.23529411764705,71.76470588235294,False,False,True,33.0
7545,0x0000000000000000000000008cf965071cd3f307b5027b965cbd17e41a916b67,20,7,13,35.0,65.0,False,False,True,5.0
7546,0x000000000000000000000000d1060fcc84bcb4e78ee61b30e1d743aae4d9a77b,19,3,16,15.789473684210526,84.21052631578948,False,False,True,8.0
7547,0x000000000000000000000000b0a33c4d645515f6b065ec120a497f48710de5cc,19,6,13,31.57894736842105,68.42105263157895,False,False,True,5.0
7548,0x00000000000000000000000076828badfe4cc336703c36aa87db961c7f63c18b,53,18,35,33.9622641509434,66.0377358490566,False,False,True,23.0
7549,0x0000000000000000000000000cdca9cbddd5a13c1262398d3c273506cee71534,16,7,9,43.75,56.25,False,False,True,7.0
7550,0x000000000000000000000000e6e607f494d02a8a4a236c98645b2605af1b9b4a,6,2,4,33.333333333333336,66.66666666666667,False,False,True,3.0
7551,0x000000000000000000000000aa24181ac81a9624c2b2345b56872ff54b5d221e,19,4,15,21.05263157894737,78.94736842105263,False,False,True,11.0
7552,0x00000000000000000000000050967f5e942fbda3c87025fb054e973d534667e5,28,7,21,25.0,75.0,False,False,True,13.0
7553,0x0000000000000000000000007ed891ff754d5dce49dae80d6cad35d892ee3c7f,14,2,12,14.285714285714286,85.71428571428571,False,False,True,4.0
7554,0x000000000000000000000000fd970bb062eb9ebf2aee62a315d52b415e2aeb04,5,3,2,60.0,40.0,False,False,False,4.0
7555,0x000000000000000000000000c1d7c3775b8a2a2ed4e9ce32206ef7efe593e321,2,1,1,50.0,50.0,False,False,True,1.0
7556,0x00000000000000000000000027a0a9bf2916685ac00c2abc735eb9048a1c3ba4,121,24,97,19.83471074380165,80.16528925619835,False,False,True,32.0
7557,0x000000000000000000000000679baae1da128fef15d058548712151b4c17c90d,1,1,0,100.0,0.0,False,True,False,1.0
7558,0x000000000000000000000000c576337ebfc800d2c189b8b30487c274cbd5fdf6,159,45,114,28.30188679245283,71.69811320754717,False,False,True,56.0
7559,0x000000000000000000000000240ba5478bc6860fe26f23b64c637d3446cb0093,50,9,41,18.0,82.0,False,False,True,22.0
7560,0x00000000000000000000000042e10dbd7b5c04d7e819705b98eb7d8df59f6f3a,37,11,26,29.72972972972973,70.27027027027027,False,False,True,18.0
7561,0x000000000000000000000000f54cb9410484eb5b1529f9613b1c2fcede581e91,43,8,35,18.6046511627907,81.3953488372093,False,False,True,18.0
7562,0x000000000000000000000000a944e6dc8c609df9224d3b5a79ce8dfbb7db649a,32,9,23,28.125,71.875,False,False,True,13.0
7563,0x0000000000000000000000008c370fa29f1f7ca56cc0fd8e3968b6081ca848ac,61,14,47,22.950819672131143,77.04918032786885,False,False,True,27.0
7564,0x000000000000000000000000643afa48385807ea41f19ce92bee41be74f26bc8,13,3,10,23.07692307692308,76.92307692307692,False,False,True,4.0
7565,0x000000000000000000000000cdd7684850dbe2adf61e5e92595acd0f90d33eb2,55,9,46,16.363636363636363,83.63636363636364,False,False,True,19.0
7566,0x000000000000000000000000b32819972f5e015ba11844bbd55f656241b6468b,143,40,103,27.972027972027973,72.02797202797203,False,False,True,58.0
7567,0x000000000000000000000000ef889de3be0ead7d4b2074756740e5efb567581f,45,10,35,22.22222222222222,77.77777777777777,False,False,True,19.0
7568,0x00000000000000000000000043b36027b4a09129be596a65f9d2a8286e9d4413,15,4,11,26.666666666666668,73.33333333333333,False,False,True,5.0
7569,0x0000000000000000000000001b13130cfc42420d742cd62c9c7baaed707eeecd,20,3,17,15.0,85.0,False,False,True,7.0
7570,0x0000000000000000000000008c6b6a6986065ce4fcbbcca3a0e05b357891b8ee,85,17,68,20.0,80.0,False,False,True,27.0
7571,0x0000000000000000000000001f8f5e096f67dab61e2121da9668abbf522afdda,120,3,117,2.5,97.5,False,False,True,2.0
7572,0x0000000000000000000000008e279162acabe89de88c0e24bc9ea074cb3cc990,17,1,16,5.882352941176471,94.11764705882354,False,False,True,4.0
7573,0x000000000000000000000000e33d08faa0db6e4f939b1801e64a53390417fe78,15,5,10,33.333333333333336,66.66666666666667,False,False,True,5.0
7574,0x000000000000000000000000c1a36d353fb04dfb55a8a37e3cc3922b396bde45,44,3,41,6.818181818181818,93.1818181818182,False,False,True,7.0
7575,0x000000000000000000000000c8690ebdaea51831fda7c58f3eedbfc5429fcb1d,21,7,14,33.333333333333336,66.66666666666667,False,False,True,8.0
7576,0x0000000000000000000000006ed278325a620200cebcbfdedf48d746f42ecffa,3,2,1,66.66666666666667,33.333333333333336,False,False,False,0.0
7577,0x000000000000000000000000f8fc9dab314b58b4ce57383cd9bce665a7a937cb,53,15,38,28.30188679245283,71.69811320754717,False,False,True,19.0
7578,0x00000000000000000000000047eecb2ccf13547c45e8cd07e7585bccfc0e5844,3,1,2,33.333333333333336,66.66666666666667,False,False,True,1.0
7579,0x000000000000000000000000537066b302260f0cfade52576f5f340e67798cb3,2,1,1,50.0,50.0,False,False,True,0.0
7580,0x000000000000000000000000bc95a9b801d6fe1fe2563e824230b83a582cdf28,87,17,70,19.54022988505747,80.45977011494253,False,False,True,25.0
7581,0x0000000000000000000000002a7863beea078c4d4073f6c09b0ed38efa97a0c7,8,1,7,12.5,87.5,False,False,True,2.0
7582,0x000000000000000000000000ebef91dadb83ef2694fa7a94b4c009c75e70cc0f,25,7,18,28.0,72.0,False,False,True,7.0
7583,0x000000000000000000000000ffe0b1ef148a817cfbbb6ef3333b593b3648159b,3,1,2,33.333333333333336,66.66666666666667,False,False,True,0.0
7584,0x000000000000000000000000d1c3da264b8c8d599a65fb67351367e71267e346,53,10,43,18.867924528301888,81.13207547169812,False,False,True,20.0
7585,0x000000000000000000000000b0e7c409706eb2d6bd5b68c0722b0b1dd3627dcb,46,2,44,4.3478260869565215,95.65217391304348,False,False,True,4.0
7586,0x00000000000000000000000094345aa3265936bb333b8cb571059b0ee24721ba,21,2,19,9.523809523809524,90.47619047619048,False,False,True,4.0
7587,0x000000000000000000000000ffff46e05a09314daae9176fc32dba0f4172dcdb,236,30,206,12.71186440677966,87.28813559322033,False,False,True,5.0
7588,0x000000000000000000000000693c188e40f760ecf00d2946ef45260b84fbc43e,436,57,379,13.073394495412844,86.92660550458716,False,False,True,101.0
7589,0x0000000000000000000000003591d261da9ca19d83de5028d4caa02f22aaf9ee,163,21,142,12.883435582822086,87.11656441717791,False,False,True,43.0
7590,0x0000000000000000000000007054b83d372cc5172278701cc6a0e1dacb337edb,78,16,62,20.512820512820515,79.48717948717949,False,False,True,28.0
7591,0x000000000000000000000000b3a66b47ee0f8d9ed3edb7b291684d473aff9360,85,7,78,8.235294117647058,91.76470588235294,False,False,True,25.0
7592,0x0000000000000000000000007c8934601f89ee00dc7bbb5c1e831ca8c05536a6,4,2,2,50.0,50.0,False,False,True,2.0
7593,0x000000000000000000000000c334fe1f635f61d0973fa67c703b68e8d9761d29,6,3,3,50.0,50.0,False,False,True,2.0
7594,0x00000000000000000000000072d919d764b2176d0a0b952b5f83e344de8af0d6,3,1,2,33.333333333333336,66.66666666666667,False,False,True,2.0
7595,0x000000000000000000000000f5a92c1e22b16782bf6e010dc168dda8bcad0958,4,2,2,50.0,50.0,False,False,True,2.0
7596,0x0000000000000000000000004bcb94c5a3a42258262235957e3de939a9f5f59c,4,1,3,25.0,75.0,False,False,True,3.0
7597,0x0000000000000000000000005a8d12ce258c875c20ae2605caf933dd4cca15a7,3,1,2,33.333333333333336,66.66666666666667,False,False,True,2.0
7598,0x000000000000000000000000292e71f52423856475381cec7db9f1083943f182,23,6,17,26.08695652173913,73.91304347826087,False,False,True,4.0
7599,0x000000000000000000000000d425620ca7300377e65ee8792de13b3bbc817b00,75,19,56,25.33333333333333,74.66666666666667,False,False,True,21.0
7600,0x0000000000000000000000003133e6a9d82afb9c1950cb6e70519980e43790c1,69,14,55,20.28985507246377,79.71014492753623,False,False,True,32.0
7601,0x000000000000000000000000c20a86bd0b0493fb743ec15e336e6d790a94bc76,46,11,35,23.91304347826087,76.08695652173913,False,False,True,15.0
7602,0x0000000000000000000000000ea153fea1697880582488d056b92c5f53703ccd,64,13,51,20.3125,79.6875,False,False,True,20.0
7603,0x000000000000000000000000f5bf6164d257b3f9f189b193679eaa3491204945,28,4,24,14.285714285714286,85.71428571428571,False,False,True,9.0
7604,0x000000000000000000000000ace1b4d87bb36bb9bb38a0c64097e47fdea46bc0,63,8,55,12.698412698412698,87.3015873015873,False,False,True,18.0
7605,0x000000000000000000000000026f729260a856725a6dac96277c70c8e4930fe4,18,4,14,22.22222222222222,77.77777777777777,False,False,True,7.0
7606,0x00000000000000000000000027d7afe3bc4978b7e80495f76d100adbd30344bc,19,4,15,21.05263157894737,78.94736842105263,False,False,True,9.0
7607,0x00000000000000000000000003f0d9a97d9e98e8b257d1fa489359a0259e09b5,80,14,66,17.5,82.5,False,False,True,34.0
7608,0x0000000000000000000000005dcccfadd601fd03e3b7a2e53523711502ec28e0,13,5,8,38.46153846153846,61.53846153846154,False,False,True,7.0
7609,0x000000000000000000000000bf2dc4a94a6f064237c9546763d877e8e80b4cd4,19,5,14,26.31578947368421,73.6842105263158,False,False,True,10.0
7610,0x0000000000000000000000008efba8e4a447c9580f1a66a3d1f33e98f18e1247,13,6,7,46.15384615384615,53.84615384615385,False,False,True,6.0
7611,0x0000000000000000000000005021fce142e164bf780eb3bff21e3b060dafe48a,17,7,10,41.1764705882353,58.8235294117647,False,False,True,9.0
7612,0x00000000000000000000000085c5c26dc2af5546341fc1988b9d178148b4838b,285,38,247,13.333333333333334,86.66666666666667,False,False,True,61.0
7613,0x0000000000000000000000001002b383844f69e0491210f525ad77e1d5a0ba21,10,2,8,20.0,80.0,False,False,True,3.0
7614,0x000000000000000000000000edf0b039eba7dbc8135ca1b31cbd726506ef2c98,2,1,1,50.0,50.0,False,False,True,0.0
7615,0x0000000000000000000000005c7bb2646653acff4761a975d8150e7e54545c9f,30,7,23,23.33333333333333,76.66666666666667,False,False,True,14.0
7616,0x000000000000000000000000e057c7db1a5a93bbd24ad556c9510c75f1a19c3b,11,3,8,27.27272727272728,72.72727272727273,False,False,True,4.0
7617,0x000000000000000000000000d05f172b97f3d267f40650350b1d99f1e7ea895c,27,5,22,18.51851851851852,81.48148148148148,False,False,True,9.0
7618,0x000000000000000000000000686fa45669635e3a98fbb8a7588c8b26f05a4b62,139,34,105,24.46043165467626,75.53956834532374,False,False,True,36.0
7619,0x000000000000000000000000278a520fc5b4e2addc24d1f845f4c81d8471c7d9,45,10,35,22.22222222222222,77.77777777777777,False,False,True,14.0
7620,0x0000000000000000000000009859291845e683ec3d103dfd872cc400e71973f3,20,6,14,30.0,70.0,False,False,True,11.0
7621,0x00000000000000000000000091dc9e233b421f08bffc490452e5a5398bb0196f,77,21,56,27.27272727272728,72.72727272727273,False,False,True,36.0
7622,0x0000000000000000000000008743221c83172c0c3887f2a981e8a7993c584185,23,6,17,26.08695652173913,73.91304347826087,False,False,True,12.0
7623,0x000000000000000000000000c0e7505c5b6002b6fdee634251f5233804ae1b5d,4,1,3,25.0,75.0,False,False,True,1.0
7624,0x000000000000000000000000e600be2e058d3dd30ea4a57f932c562da7d25fc1,5,1,4,20.0,80.0,False,False,True,1.0
7625,0x000000000000000000000000cab54f88c7d0ac3f8d528ac02b6eef49565e7947,24,3,21,12.5,87.5,False,False,True,6.0
7626,0x0000000000000000000000001805077c296f00e5fb38c27ca0b12f8fbd1bf6b6,17,3,14,17.647058823529413,82.3529411764706,False,False,True,4.0
7627,0x0000000000000000000000008c0b5a9081477e6c1e3711203f6c3cc6a2941343,3,1,2,33.333333333333336,66.66666666666667,False,False,True,1.0
7628,0x000000000000000000000000da98406f2ce491fe75543654742301101db4bb09,17,3,14,17.647058823529413,82.3529411764706,False,False,True,5.0
7629,0x00000000000000000000000012a19a4a0ca653e351f05027fbf3304f1d851bed,17,4,13,23.529411764705884,76.47058823529412,False,False,True,5.0
7630,0x0000000000000000000000006aa08e6f644057fece09bfec521891c3dc6f7bdc,63,9,54,14.285714285714286,85.71428571428571,False,False,True,40.0
7631,0x0000000000000000000000004a4035c7647066440ee30a4a7ca6f3bbce807d32,88,16,72,18.181818181818183,81.81818181818181,False,False,True,23.0
7632,0x0000000000000000000000000054323bbddee3498cbdd7382289d7ba881ee82a,78,22,56,28.205128205128204,71.7948717948718,False,False,True,35.0
7633,0x000000000000000000000000f4bc2c7ad5fe63194606604f80a39c85404cef65,27,3,24,11.11111111111111,88.88888888888889,False,False,True,4.0
7634,0x0000000000000000000000008cdcc3cb6d6a77bfdce3375f1941f65232a66a55,28,7,21,25.0,75.0,False,False,True,12.0
7635,0x00000000000000000000000012b5cbb86df746a6539d9beb4781ccfce5ab3b36,5,2,3,40.0,60.0,False,False,True,4.0
7636,0x00000000000000000000000056985cd77bdcb7fd3338edd1dc4c72dc2c7300c3,18,3,15,16.666666666666668,83.33333333333333,False,False,True,12.0
7637,0x000000000000000000000000f5f731e8e84cb6ac1a6b35d75f35eb3fcccb6a13,21,4,17,19.047619047619047,80.95238095238095,False,False,True,8.0
7638,0x000000000000000000000000edacf003ecd35854efea3677e9ccedeb2fb56ae9,24,5,19,20.83333333333333,79.16666666666667,False,False,True,9.0
7639,0x0000000000000000000000006ab41fc24c2aeceda93c1a4a114a9273ab83bc7b,7,1,6,14.285714285714286,85.71428571428571,False,False,True,2.0
7640,0x000000000000000000000000ae6edae7ffef6c080916f2be940ad94060521a3d,32,5,27,15.625,84.375,False,False,True,7.0
7641,0x000000000000000000000000dd8b54fd232d1ac4b6bdeb38b05c397155a95510,68,16,52,23.529411764705884,76.47058823529412,False,False,True,13.0
7642,0x000000000000000000000000b8ab766cbd6831f208533c3e943e879700e7ad7b,24,5,19,20.83333333333333,79.16666666666667,False,False,True,10.0
7643,0x0000000000000000000000000bb70f953c3d6774dd80940639ce08da691649a6,16,4,12,25.0,75.0,False,False,True,8.0
7644,0x000000000000000000000000b293ca375940cf104c318d4203a4318ff90fbd92,15,2,13,13.333333333333334,86.66666666666667,False,False,True,6.0
7645,0x000000000000000000000000057651f3ebcd870ac8370c79b9071c3a13420d39,72,23,49,31.944444444444443,68.05555555555556,False,False,True,24.0
7646,0x000000000000000000000000e49581af71d949200f5a59aa09088f93e535a37b,15,7,8,46.66666666666666,53.333333333333336,False,False,True,7.0
7647,0x000000000000000000000000119e285a80ac50f975f4c2d8647eda7140543d53,6,2,4,33.333333333333336,66.66666666666667,False,False,True,7.0
7648,0x0000000000000000000000005c675f9bc090e7ec7b6c24ea64d4bc9372cb820f,53,8,45,15.09433962264151,84.90566037735849,False,False,True,18.0
7649,0x00000000000000000000000032efea1a079e2e5b538d2e63928b22c819a773ba,11,2,9,18.181818181818183,81.81818181818181,False,False,True,6.0
7650,0x0000000000000000000000000483470c6445f6d08451d6cc074c24ea7b512faa,141,26,115,18.43971631205674,81.56028368794327,False,False,True,53.0
7651,0x00000000000000000000000003238c5272c73e9f47f061d7864ab1745d0f9334,13,3,10,23.07692307692308,76.92307692307692,False,False,True,6.0
7652,0x000000000000000000000000b41208a64bf21f0bcdd097f82d5566d74f994b03,26,3,23,11.538461538461538,88.46153846153847,False,False,True,15.0
7653,0x000000000000000000000000aa7df9060def2f3f41436f57d9655e84d15bede2,84,19,65,22.61904761904762,77.38095238095238,False,False,True,32.0
7654,0x000000000000000000000000dfa4b8560f2d9a516e8b2df10d3c1b2210263426,3,1,2,33.333333333333336,66.66666666666667,False,False,True,0.0
7655,0x0000000000000000000000009e8864ecad20d50c90ff4447294ac8d0f28374ec,13,1,12,7.6923076923076925,92.3076923076923,False,False,True,6.0
7656,0x000000000000000000000000a4f8b494facbda8888da6c8b2f4b9498f33dc981,36,3,33,8.333333333333334,91.66666666666669,False,False,True,9.0
7657,0x0000000000000000000000005d12986d86a186372de42a155f0c5a83fd88a7cd,39,9,30,23.07692307692308,76.92307692307692,False,False,True,12.0
7658,0x0000000000000000000000000663dc599539f98f4b319fa3ceed721d63deca7c,18,6,12,33.333333333333336,66.66666666666667,False,False,True,10.0
7659,0x0000000000000000000000008ed2d17aad23e3d8074fc1b2a8f66a02d347103d,38,4,34,10.526315789473683,89.47368421052632,False,False,True,17.0
7660,0x000000000000000000000000ba8fdd3e394ca01cb646ab6a5a5c25371ac8ab5b,54,11,43,20.37037037037037,79.62962962962963,False,False,True,23.0
7661,0x00000000000000000000000099b9aa961ddbc2583331d7cd1b94630872292006,33,10,23,30.303030303030305,69.6969696969697,False,False,True,12.0
7662,0x00000000000000000000000066c13eb209decaf82f3dab76c737136b373d978c,4,1,3,25.0,75.0,False,False,True,1.0
7663,0x000000000000000000000000160bd5625dbc9a32c5646c3730928a5b378adf65,33,6,27,18.181818181818183,81.81818181818181,False,False,True,11.0
7664,0x0000000000000000000000000f56845b565d7b8304a4275909434e03bac9d40c,10,5,5,50.0,50.0,False,False,True,5.0
7665,0x000000000000000000000000036cc0cfaf3b4bcdaabdbb9208cfc4e42e7af3ad,10,2,8,20.0,80.0,False,False,True,2.0
7666,0x0000000000000000000000005feff7dd9d80c9882f1eabb6ec4506440396588f,5,1,4,20.0,80.0,False,False,True,1.0
7667,0x0000000000000000000000002db6aaa6a7b50b25534d05c5268f53e886f10798,59,13,46,22.033898305084747,77.96610169491525,False,False,True,19.0
7668,0x000000000000000000000000aa6d3cd41d52481c55661ed07030bf8ff4907797,13,1,12,7.6923076923076925,92.3076923076923,False,False,True,6.0
7669,0x0000000000000000000000006b3d48d0fdf0bce966a9e49be3df7cfa743c578c,7,1,6,14.285714285714286,85.71428571428571,False,False,True,4.0
7670,0x0000000000000000000000008c94f37dcbe9c0ed1d4c2783b651449e104df8c7,6,2,4,33.333333333333336,66.66666666666667,False,False,True,2.0
7671,0x0000000000000000000000004596046f57aae6ef63ee3d5d13080f6fc775dd38,5,1,4,20.0,80.0,False,False,True,1.0
7672,0x000000000000000000000000b8f1e6cbefb6225e61931a04f5f09749c9ab574e,13,5,8,38.46153846153846,61.53846153846154,False,False,True,4.0
7673,0x000000000000000000000000c7964cf98eb028ad27855c78b30e2474f920f7e5,93,19,74,20.43010752688172,79.56989247311827,False,False,True,21.0
7674,0x000000000000000000000000d71c323f6af112dbc3a895fa082bca71d3aa0d35,6,1,5,16.666666666666668,83.33333333333333,False,False,True,1.0
7675,0x000000000000000000000000bcd672fdf512be5acb54013704d8619f9a9e1209,121,28,93,23.1404958677686,76.85950413223141,False,False,True,52.0
7676,0x0000000000000000000000001e122dcde9f7ba225ae2be87e3bd5431375856a8,13,3,10,23.07692307692308,76.92307692307692,False,False,True,5.0
7677,0x0000000000000000000000006cd5b7aba1e610755ea101ae6197f97d4d24bb63,105,26,79,24.761904761904763,75.23809523809524,False,False,True,34.0
7678,0x0000000000000000000000006a0b0bddac7c9dd1a39323fefe5463b0e89b004d,23,6,17,26.08695652173913,73.91304347826087,False,False,True,11.0
7679,0x0000000000000000000000009ac376aedda44eb6c69cb202183367cc2627b91e,7,3,4,42.85714285714285,57.142857142857146,False,False,True,3.0
7680,0x0000000000000000000000006a538d6fdb52905d73e2f6578483fe5085fe7e77,9,1,8,11.11111111111111,88.88888888888889,False,False,True,3.0
