Date,Price
1/23/2019,117.57
1/24/2019,117.7
1/25/2019,115.92
1/26/2019,116.33
1/27/2019,112.27
1/28/2019,106.36
1/29/2019,104.75
1/30/2019,109.04
1/31/2019,106.89
2/1/2019,107.03
2/2/2019,111
2/3/2019,107.21
2/4/2019,106.9
2/5/2019,106.93
2/6/2019,104.5
2/7/2019,104.3
2/8/2019,119.49
2/9/2019,119.46
2/10/2019,125.58
2/11/2019,120.76
2/12/2019,122.63
2/13/2019,122.31
2/14/2019,120.85
2/15/2019,122.02
2/16/2019,123.26
2/17/2019,134.28
2/18/2019,146.53
2/19/2019,144.4
2/20/2019,149.23
2/21/2019,146.36
2/22/2019,149.04
2/23/2019,159.48
2/24/2019,133.42
2/25/2019,139.02
2/26/2019,137.12
2/27/2019,135.94
2/28/2019,136.29
3/1/2019,136.15
3/2/2019,133.81
3/3/2019,131.21
3/4/2019,126.43
3/5/2019,137.93
3/6/2019,138.49
3/7/2019,137.65
3/8/2019,134.42
3/9/2019,138.24
3/10/2019,136.36
3/11/2019,133.54
3/12/2019,134.37
3/13/2019,132.93
3/14/2019,132.89
3/15/2019,137.63
3/16/2019,141.68
3/17/2019,139.74
3/18/2019,138.5
3/19/2019,139.46
3/20/2019,140.22
3/21/2019,135.61
3/22/2019,136.76
3/23/2019,137.74
3/24/2019,136.21
3/25/2019,133.96
3/26/2019,134.29
3/27/2019,140.23
3/28/2019,138.39
3/29/2019,144.41
3/30/2019,143.29
3/31/2019,142.4
4/1/2019,141.85
4/2/2019,164.93
4/3/2019,161.18
4/4/2019,158.07
4/5/2019,166.39
4/6/2019,166.28
4/7/2019,175.57
4/8/2019,181.06
4/9/2019,176.3
4/10/2019,177.39
4/11/2019,165.24
4/12/2019,164.56
4/13/2019,164.53
4/14/2019,168.68
4/15/2019,160.3
4/16/2019,166.9
4/17/2019,167.02
4/18/2019,174.6
4/19/2019,174.13
4/20/2019,173.96
4/21/2019,170.3
4/22/2019,171.9
4/23/2019,170.66
4/24/2019,166.05
4/25/2019,152.99
4/26/2019,156.45
4/27/2019,158.36
4/28/2019,158.05
4/29/2019,156.69
4/30/2019,164.39
5/1/2019,161.42
5/2/2019,161.29
5/3/2019,168.24
5/4/2019,163.61
5/5/2019,163.94
5/6/2019,173.7
5/7/2019,168.59
5/8/2019,171.42
5/9/2019,170.86
5/10/2019,172.5
5/11/2019,192.44
5/12/2019,188.14
5/13/2019,195.83
5/14/2019,217.16
5/15/2019,248.64
5/16/2019,264.47
5/17/2019,244.84
5/18/2019,233.96
5/19/2019,260.9
5/20/2019,252.1
5/21/2019,254.94
5/22/2019,243.46
5/23/2019,245.6
5/24/2019,249.61
5/25/2019,251.49
5/26/2019,268.26
5/27/2019,271.83
5/28/2019,271.45
5/29/2019,269.6
5/30/2019,254.45
5/31/2019,267.42
6/1/2019,264.71
6/2/2019,269.31
6/3/2019,249.61
6/4/2019,241.1
6/5/2019,246.16
6/6/2019,249.43
6/7/2019,249.54
6/8/2019,244.4
6/9/2019,231.43
6/10/2019,247.96
6/11/2019,245.16
6/12/2019,263.05
6/13/2019,255.09
6/14/2019,263.76
6/15/2019,269.22
6/16/2019,268.53
6/17/2019,273.92
6/18/2019,264.51
6/19/2019,269.01
6/20/2019,272.21
6/21/2019,296.03
6/22/2019,309.41
6/23/2019,307.37
6/24/2019,311.22
6/25/2019,316.53
6/26/2019,333.76
6/27/2019,294.07
6/28/2019,309.37
6/29/2019,317.32
6/30/2019,290.15
7/1/2019,294.17
7/2/2019,291.61
7/3/2019,302.17
7/4/2019,283.1
7/5/2019,287.9
7/6/2019,287.98
7/7/2019,306.43
7/8/2019,313.34
7/9/2019,307.89
7/10/2019,288.64
7/11/2019,268.56
7/12/2019,275.41
7/13/2019,268.94
7/14/2019,226.16
7/15/2019,228.14
7/16/2019,198.71
7/17/2019,211.29
7/18/2019,226.09
7/19/2019,221.28
7/20/2019,228.71
7/21/2019,225.4
7/22/2019,217.22
7/23/2019,212.21
7/24/2019,216.66
7/25/2019,219.41
7/26/2019,219.23
7/27/2019,219.85
7/28/2019,211.15
7/29/2019,211.52
7/30/2019,209.82
7/31/2019,218.7
8/1/2019,217.51
8/2/2019,217.7
8/3/2019,217.73
8/4/2019,222.7
8/5/2019,233.19
8/6/2019,228.7
8/7/2019,225.99
8/8/2019,221.18
8/9/2019,210.47
8/10/2019,206.26
8/11/2019,216.39
8/12/2019,211.28
8/13/2019,208.62
8/14/2019,186.49
8/15/2019,188.24
8/16/2019,185.41
8/17/2019,185.69
8/18/2019,194.77
8/19/2019,202.43
8/20/2019,196.55
8/21/2019,187.32
8/22/2019,190.74
8/23/2019,194.64
8/24/2019,191.08
8/25/2019,186.58
8/26/2019,188.46
8/27/2019,187.17
8/28/2019,173.01
8/29/2019,168.95
8/30/2019,168.52
8/31/2019,172.15
9/1/2019,171.42
9/2/2019,178.76
9/3/2019,179.13
9/4/2019,175.01
9/5/2019,174.38
9/6/2019,169.47
9/7/2019,178.32
9/8/2019,181.67
9/9/2019,180.84
9/10/2019,180.01
9/11/2019,178.48
9/12/2019,181.19
9/13/2019,181.56
9/14/2019,188.9
9/15/2019,189.48
9/16/2019,197.85
9/17/2019,207.9
9/18/2019,210.5
9/19/2019,221.01
9/20/2019,218.26
9/21/2019,215.1
9/22/2019,211.23
9/23/2019,200.97
9/24/2019,166.47
9/25/2019,170.22
9/26/2019,166.06
9/27/2019,174.39
9/28/2019,174.14
9/29/2019,169.68
9/30/2019,181.47
10/1/2019,176.39
10/2/2019,181.06
10/3/2019,175.17
10/4/2019,176.21
10/5/2019,176.9
10/6/2019,170.26
10/7/2019,180.49
10/8/2019,181.09
10/9/2019,193.43
10/10/2019,191.73
10/11/2019,180.94
10/12/2019,180.09
10/13/2019,181.37
10/14/2019,186.96
10/15/2019,180.74
10/16/2019,174.76
10/17/2019,177.5
10/18/2019,173.29
10/19/2019,172.37
10/20/2019,175.84
10/21/2019,174.64
10/22/2019,171.64
10/23/2019,162.72
10/24/2019,161.07
10/25/2019,181.79
10/26/2019,180.16
10/27/2019,184.34
10/28/2019,182.09
10/29/2019,191.11
10/30/2019,183.52
10/31/2019,182.59
11/1/2019,183.4
11/2/2019,183.45
11/3/2019,181.92
11/4/2019,186.49
11/5/2019,188.96
11/6/2019,191.24
11/7/2019,186.54
11/8/2019,183.85
11/9/2019,185.11
11/10/2019,189.29
11/11/2019,184.91
11/12/2019,187.09
11/13/2019,188.1
11/14/2019,184.68
11/15/2019,180.03
11/16/2019,182.61
11/17/2019,184.2
11/18/2019,178.23
11/19/2019,175.96
11/20/2019,174.68
11/21/2019,161.18
11/22/2019,150.22
11/23/2019,152.42
11/24/2019,140.42
11/25/2019,146.22
11/26/2019,148
11/27/2019,153.05
11/28/2019,151.31
11/29/2019,154.94
11/30/2019,152.2
12/1/2019,151.36
12/2/2019,149.36
12/3/2019,147.73
12/4/2019,145.73
12/5/2019,148.32
12/6/2019,149.06
12/7/2019,147.79
12/8/2019,151.06
12/9/2019,147.68
12/10/2019,145.92
12/11/2019,143.61
12/12/2019,145.05
12/13/2019,144.97
12/14/2019,142.18
12/15/2019,142.74
12/16/2019,132.68
12/17/2019,122.11
12/18/2019,133.07
12/19/2019,128.31
12/20/2019,128.58
12/21/2019,127.52
12/22/2019,132.56
12/23/2019,128.1
12/24/2019,128.02
12/25/2019,125.1
12/26/2019,125.73
12/27/2019,126.5
12/28/2019,128.21
12/29/2019,134.55
12/30/2019,131.41
12/31/2019,128.91
1/1/2020,130.6
1/2/2020,127.18
1/3/2020,134.25
1/4/2020,134.33
1/5/2020,135.44
1/6/2020,144.28
1/7/2020,143.18
1/8/2020,140.66
1/9/2020,137.9
1/10/2020,144.88
1/11/2020,142.69
1/12/2020,146.55
1/13/2020,143.7
1/14/2020,165.86
1/15/2020,166.22
1/16/2020,164.09
1/17/2020,169.74
1/18/2020,174
1/19/2020,166.94
1/20/2020,166.77
1/21/2020,169.36
1/22/2020,167.79
1/23/2020,162.63
1/24/2020,162.45
1/25/2020,160.36
1/26/2020,167.72
1/27/2020,169.95
1/28/2020,176
1/29/2020,173.55
1/30/2020,184.47
1/31/2020,179.76
2/1/2020,183.66
2/2/2020,188.39
2/3/2020,189.77
2/4/2020,188.44
2/5/2020,203.85
2/6/2020,212.88
2/7/2020,223.14
2/8/2020,223.2
2/9/2020,228.6
2/10/2020,223.11
2/11/2020,237.8
2/12/2020,266.13
2/13/2020,268.56
2/14/2020,285.79
2/15/2020,264.85
2/16/2020,259.43
2/17/2020,268.07
2/18/2020,282.92
2/19/2020,258.72
2/20/2020,257.7
2/21/2020,265.6
2/22/2020,262.31
2/23/2020,275.64
2/24/2020,265.74
2/25/2020,246.84
2/26/2020,223.73
2/27/2020,227.57
2/28/2020,227.56
2/29/2020,217.68
3/1/2020,218.02
3/2/2020,232.09
3/3/2020,223.77
3/4/2020,224.68
3/5/2020,228.7
3/6/2020,245.76
3/7/2020,237.78
3/8/2020,199.68
3/9/2020,203.08
3/10/2020,200.62
3/11/2020,194.86
3/12/2020,109.78
3/13/2020,135.44
3/14/2020,122.58
3/15/2020,123.53
3/16/2020,111.32
3/17/2020,116.3
3/18/2020,118.62
3/19/2020,136.7
3/20/2020,133.4
3/21/2020,132.72
3/22/2020,122.44
3/23/2020,136.74
3/24/2020,139.07
3/25/2020,136.28
3/26/2020,138.97
3/27/2020,131.51
3/28/2020,131.34
3/29/2020,124.55
3/30/2020,132.31
3/31/2020,133.17
4/1/2020,136.05
4/2/2020,141.59
4/3/2020,141.45
4/4/2020,144.49
4/5/2020,142.88
4/6/2020,171.62
4/7/2020,164.66
4/8/2020,173.41
4/9/2020,169.92
4/10/2020,158.12
4/11/2020,158.67
4/12/2020,158.75
4/13/2020,156.82
4/14/2020,158.6
4/15/2020,152.85
4/16/2020,172.58
4/17/2020,170.98
4/18/2020,187.81
4/19/2020,180.34
4/20/2020,170.6
4/21/2020,171
4/22/2020,183.04
4/23/2020,185.68
4/24/2020,187.7
4/25/2020,194.39
4/26/2020,197.78
4/27/2020,196.78
4/28/2020,196.86
4/29/2020,215.55
4/30/2020,206.27
5/1/2020,211.98
5/2/2020,214.15
5/3/2020,210.06
5/4/2020,206.94
5/5/2020,205.48
5/6/2020,199.1
5/7/2020,212.37
5/8/2020,211.54
5/9/2020,210.1
5/10/2020,187.84
5/11/2020,185.88
5/12/2020,189.9
5/13/2020,199.85
5/14/2020,203.32
5/15/2020,194.65
5/16/2020,200.51
5/17/2020,206.98
5/18/2020,214.73
5/19/2020,214.63
5/20/2020,209.85
5/21/2020,198.56
5/22/2020,207.28
5/23/2020,206.7
5/24/2020,199.78
5/25/2020,204.1
5/26/2020,201.03
5/27/2020,208.34
5/28/2020,220.3
5/29/2020,220.56
5/30/2020,243.57
5/31/2020,231.73
6/1/2020,248.21
6/2/2020,237.81
6/3/2020,244.56
6/4/2020,243.35
6/5/2020,240.08
6/6/2020,242.08
6/7/2020,244.75
6/8/2020,246.47
6/9/2020,244
6/10/2020,248.01
6/11/2020,230.21
6/12/2020,237.54
6/13/2020,238.21
6/14/2020,231.61
6/15/2020,230.98
6/16/2020,235.35
6/17/2020,233.76
6/18/2020,231.24
6/19/2020,228.71
6/20/2020,228.89
6/21/2020,227.83
6/22/2020,243.3
6/23/2020,243.16
6/24/2020,234.56
6/25/2020,232.35
6/26/2020,229.46
6/27/2020,220.81
6/28/2020,224.99
6/29/2020,227.86
6/30/2020,225.58
7/1/2020,231.05
7/2/2020,226.49
7/3/2020,225.15
7/4/2020,229.34
7/5/2020,228.03
7/6/2020,241.76
7/7/2020,239.35
7/8/2020,247.11
7/9/2020,242.08
7/10/2020,241.21
7/11/2020,239.25
7/12/2020,242.84
7/13/2020,239.53
7/14/2020,240.44
7/15/2020,238.42
7/16/2020,233.61
7/17/2020,232.77
7/18/2020,235.84
7/19/2020,239.22
7/20/2020,236.16
7/21/2020,245.87
7/22/2020,264.32
7/23/2020,275.65
7/24/2020,279.6
7/25/2020,305.67
7/26/2020,311.47
7/27/2020,322.39
7/28/2020,317.47
7/29/2020,318.27
7/30/2020,335.25
7/31/2020,346.81
8/1/2020,387.41
8/2/2020,371.93
8/3/2020,386.1
8/4/2020,389.79
8/5/2020,401.12
8/6/2020,395.07
8/7/2020,379.57
8/8/2020,397.56
8/9/2020,390.28
8/10/2020,395.84
8/11/2020,378.94
8/12/2020,387.19
8/13/2020,424.97
8/14/2020,438.51
8/15/2020,432.63
8/16/2020,433.85
8/17/2020,431.26
8/18/2020,422.38
8/19/2020,407.85
8/20/2020,416.04
8/21/2020,387.98
8/22/2020,395.46
8/23/2020,390.72
8/24/2020,408.03
8/25/2020,383.34
8/26/2020,386.02
8/27/2020,383.18
8/28/2020,395.54
8/29/2020,398.79
8/30/2020,429.04
8/31/2020,434.1
9/1/2020,475.81
9/2/2020,439.83
9/3/2020,382.46
9/4/2020,385.91
9/5/2020,335.24
9/6/2020,352.69
9/7/2020,353.7
9/8/2020,337.45
9/9/2020,351.15
9/10/2020,368.09
9/11/2020,373.99
9/12/2020,387.88
9/13/2020,366.33
9/14/2020,377.24
9/15/2020,364.19
9/16/2020,365.19
9/17/2020,389.49
9/18/2020,384.66
9/19/2020,385.36
9/20/2020,371.06
9/21/2020,340.19
9/22/2020,344.25
9/23/2020,320.19
9/24/2020,349.18
9/25/2020,352.02
9/26/2020,354.21
9/27/2020,357.67
9/28/2020,354.01
9/29/2020,359.92
9/30/2020,359.86
10/1/2020,353.09
10/2/2020,345.83
10/3/2020,346.32
10/4/2020,352.67
10/5/2020,353.84
10/6/2020,340.85
10/7/2020,341.91
10/8/2020,351.2
10/9/2020,365.41
10/10/2020,370.88
10/11/2020,374.4
10/12/2020,386.91
10/13/2020,381.41
10/14/2020,379.04
10/15/2020,377.82
10/16/2020,365.58
10/17/2020,368.53
10/18/2020,378.44
10/19/2020,379.41
10/20/2020,368.83
10/21/2020,391.46
10/22/2020,414.5
10/23/2020,409.57
10/24/2020,412.52
10/25/2020,406.3
10/26/2020,393.11
10/27/2020,403.74
10/28/2020,388.77
10/29/2020,387.54
10/30/2020,382.76
10/31/2020,386.76
11/1/2020,396.49
11/2/2020,383.61
11/3/2020,388.17
11/4/2020,402.66
11/5/2020,416.89
11/6/2020,456.32
11/7/2020,435.82
11/8/2020,454.74
11/9/2020,444.45
11/10/2020,450.86
11/11/2020,463.91
11/12/2020,462.78
11/13/2020,476.87
11/14/2020,461.03
11/15/2020,448.51
11/16/2020,461.01
11/17/2020,482.71
11/18/2020,478.76
11/19/2020,471.82
11/20/2020,510.43
11/21/2020,552.26
11/22/2020,560.01
11/23/2020,609.13
11/24/2020,604.98
11/25/2020,569.4
11/26/2020,520.22
11/27/2020,518.83
11/28/2020,537.99
11/29/2020,576
11/30/2020,616.14
12/1/2020,586.23
12/2/2020,598.26
12/3/2020,616.55
12/4/2020,567.67
12/5/2020,596.93
12/6/2020,602.3
12/7/2020,591.36
12/8/2020,554.82
12/9/2020,573.44
12/10/2020,558.36
12/11/2020,544.14
12/12/2020,568.26
12/13/2020,590.72
12/14/2020,586.35
12/15/2020,589.17
12/16/2020,637.74
12/17/2020,643.16
12/18/2020,654.55
12/19/2020,658.7
12/20/2020,638.17
12/21/2020,607.9
12/22/2020,637.23
12/23/2020,585.25
12/24/2020,612.32
12/25/2020,626.83
12/26/2020,636.07
12/27/2020,683.98
12/28/2020,729.59
12/29/2020,731.55
12/30/2020,752.53
12/31/2020,737.15
1/1/2021,730.6
1/2/2021,774.9
1/3/2021,978.69
1/4/2021,1043.16
1/5/2021,1103.19
1/6/2021,1210.59
1/7/2021,1225.5
1/8/2021,1216.98
1/9/2021,1279.96
1/10/2021,1255.72
1/11/2021,1088.37
1/12/2021,1050.04
1/13/2021,1129.84
1/14/2021,1232.11
1/15/2021,1169.06
1/16/2021,1228.52
1/17/2021,1233.73
1/18/2021,1258.31
1/19/2021,1367.65
1/20/2021,1377.75
1/21/2021,1111.49
1/22/2021,1234.56
1/23/2021,1234.1
1/24/2021,1392.45
1/25/2021,1318.47
1/26/2021,1368.22
1/27/2021,1241.51
1/28/2021,1330.78
1/29/2021,1379.13
1/30/2021,1379.35
1/31/2021,1314.18
2/1/2021,1374.57
2/2/2021,1513.9
2/3/2021,1667.22
2/4/2021,1597.44
2/5/2021,1721.48
2/6/2021,1679.14
2/7/2021,1614.64
2/8/2021,1752.87
2/9/2021,1772.05
2/10/2021,1743
2/11/2021,1787.69
2/12/2021,1844.84
2/13/2021,1817.48
2/14/2021,1802.96
2/15/2021,1779.4
2/16/2021,1782.83
2/17/2021,1851.14
2/18/2021,1939.61
2/19/2021,1957.47
2/20/2021,1915.12
2/21/2021,1935.14
2/22/2021,1778.07
2/23/2021,1578.19
2/24/2021,1625.17
2/25/2021,1481.88
2/26/2021,1446.1
2/27/2021,1460.23
2/28/2021,1422.58
3/1/2021,1571.49
3/2/2021,1488.67
3/3/2021,1568.65
3/4/2021,1538.37
3/5/2021,1529.75
3/6/2021,1651.48
3/7/2021,1726.33
3/8/2021,1834.48
3/9/2021,1872.1
3/10/2021,1795.63
3/11/2021,1827.06
3/12/2021,1767.77
3/13/2021,1921.18
3/14/2021,1848.69
3/15/2021,1794.83
3/16/2021,1805.64
3/17/2021,1823.03
3/18/2021,1776.16
3/19/2021,1809.76
3/20/2021,1805.49
3/21/2021,1783.94
3/22/2021,1682.05
3/23/2021,1668.69
3/24/2021,1583.24
3/25/2021,1588.34
3/26/2021,1699.89
3/27/2021,1713.94
3/28/2021,1686.74
3/29/2021,1816.48
3/30/2021,1841.4
3/31/2021,1919.08
4/1/2021,1967.67
4/2/2021,2134.46
4/3/2021,2009.19
4/4/2021,2076.62
4/5/2021,2107.73
4/6/2021,2112.29
4/7/2021,1964.18
4/8/2021,2081.11
4/9/2021,2066.55
4/10/2021,2133.82
4/11/2021,2150.54
4/12/2021,2137.79
4/13/2021,2298.66
4/14/2021,2431.86
4/15/2021,2517.08
4/16/2021,2430.91
4/17/2021,2318.01
4/18/2021,2240.96
4/19/2021,2163.36
4/20/2021,2332.45
4/21/2021,2357.59
4/22/2021,2410.48
4/23/2021,2369.67
4/24/2021,2216.56
4/25/2021,2322.14
4/26/2021,2534.9
4/27/2021,2667.93
4/28/2021,2750.91
4/29/2021,2758.46
4/30/2021,2775.96
5/1/2021,2947.8
5/2/2021,2954.22
5/3/2021,3432.21
5/4/2021,3241.09
5/5/2021,3522.18
5/6/2021,3491.74
5/7/2021,3483.96
5/8/2021,3916.25
5/9/2021,3927.06
5/10/2021,3946.42
5/11/2021,4181.28
5/12/2021,3811.29
5/13/2021,3718.99
5/14/2021,4087.02
5/15/2021,3644.04
5/16/2021,3586.18
5/17/2021,3280.73
5/18/2021,3377.65
5/19/2021,2442.89
5/20/2021,2772.84
5/21/2021,2435.86
5/22/2021,2297.03
5/23/2021,2098.57
5/24/2021,2648.77
5/25/2021,2707.49
5/26/2021,2888.94
5/27/2021,2742.48
5/28/2021,2412.36
5/29/2021,2278.58
5/30/2021,2386.91
5/31/2021,2707.38
6/1/2021,2634.23
6/2/2021,2706.52
6/3/2021,2856.01
6/4/2021,2691.17
6/5/2021,2629.76
6/6/2021,2710.99
6/7/2021,2593.12
6/8/2021,2509.23
6/9/2021,2610.64
6/10/2021,2471.56
6/11/2021,2355.09
6/12/2021,2369.62
6/13/2021,2509.7
6/14/2021,2582.12
6/15/2021,2543.6
6/16/2021,2367.7
6/17/2021,2372.31
6/18/2021,2233.57
6/19/2021,2166.61
6/20/2021,2243.6
6/21/2021,1887.89
6/22/2021,1880.83
6/23/2021,1967.95
6/24/2021,1989.01
6/25/2021,1810.27
6/26/2021,1830.94
6/27/2021,1983.33
6/28/2021,2083.8
6/29/2021,2165.61
6/30/2021,2276.14
7/1/2021,2109.29
7/2/2021,2155.65
7/3/2021,2227.18
7/4/2021,2323.27
7/5/2021,2196.71
7/6/2021,2322.63
7/7/2021,2317.12
7/8/2021,2114.51
7/9/2021,2145.67
7/10/2021,2110.47
7/11/2021,2140.45
7/12/2021,2032.88
7/13/2021,1940.61
7/14/2021,1994.22
7/15/2021,1918.17
7/16/2021,1877.05
7/17/2021,1899.96
7/18/2021,1891.96
7/19/2021,1818.6
7/20/2021,1786.52
7/21/2021,1994.98
7/22/2021,2024.74
7/23/2021,2125.57
7/24/2021,2185.98
7/25/2021,2194.34
7/26/2021,2228.67
7/27/2021,2301.98
7/28/2021,2301.12
7/29/2021,2383.24
7/30/2021,2470.76
7/31/2021,2531.75
8/1/2021,2556.41
8/2/2021,2608.44
8/3/2021,2508.21
8/4/2021,2725.72
8/5/2021,2829.23
8/6/2021,2892.36
8/7/2021,3162.43
8/8/2021,3013.75
8/9/2021,3164.94
8/10/2021,3141.67
8/11/2021,3168.24
8/12/2021,3047.29
8/13/2021,3324.26
8/14/2021,3266.71
8/15/2021,3311.12
8/16/2021,3147.63
8/17/2021,3011.96
8/18/2021,3013.52
8/19/2021,3184.74
8/20/2021,3286.5
8/21/2021,3226.59
8/22/2021,3241.65
8/23/2021,3322.71
8/24/2021,3172.57
8/25/2021,3228.86
8/26/2021,3093.62
8/27/2021,3275.87
8/28/2021,3246.78
8/29/2021,3225.3
8/30/2021,3228.46
8/31/2021,3435.17
9/1/2021,3829.18
9/2/2021,3787.7
9/3/2021,3939.79
9/4/2021,3887.01
9/5/2021,3952.33
9/6/2021,3928.4
9/7/2021,3433.48
9/8/2021,3499.69
9/9/2021,3424.24
9/10/2021,3209.41
9/11/2021,3266.43
9/12/2021,3405.32
9/13/2021,3285.4
9/14/2021,3436.05
9/15/2021,3615.22
9/16/2021,3569.26
9/17/2021,3398.82
9/18/2021,3435.76
9/19/2021,3328.85
9/20/2021,2966.51
9/21/2021,2760.2
9/22/2021,3078.88
9/23/2021,3154.62
9/24/2021,2930.86
9/25/2021,2925.34
9/26/2021,3064.21
9/27/2021,2927.73
9/28/2021,2807.44
9/29/2021,2850.87
9/30/2021,3000.83
10/1/2021,3310.63
10/2/2021,3389.48
10/3/2021,3420.14
10/4/2021,3384.5
10/5/2021,3516.09
10/6/2021,3576.08
10/7/2021,3588.2
10/8/2021,3562.84
10/9/2021,3576.4
10/10/2021,3416.49
10/11/2021,3544.14
10/12/2021,3490.61
10/13/2021,3607.55
10/14/2021,3791.23
10/15/2021,3868.16
10/16/2021,3829.61
10/17/2021,3846.66
10/18/2021,3746.14
10/19/2021,3877.45
10/20/2021,4162.49
10/21/2021,4062.76
10/22/2021,3971.95
10/23/2021,4168.96
10/24/2021,4082.08
10/25/2021,4220.26
10/26/2021,4129.95
10/27/2021,3924.31
10/28/2021,4288.22
10/29/2021,4417.4
10/30/2021,4323.94
10/31/2021,4290.1
11/1/2021,4322.79
11/2/2021,4593.15
11/3/2021,4604.4
11/4/2021,4536.99
11/5/2021,4480.09
11/6/2021,4521.41
11/7/2021,4617.13
11/8/2021,4810.97
11/9/2021,4732.07
11/10/2021,4632.98
11/11/2021,4722.68
11/12/2021,4668.7
11/13/2021,4645.64
11/14/2021,4627.5
11/15/2021,4561.38
11/16/2021,4210.14
11/17/2021,4289.75
11/18/2021,3998.17
11/19/2021,4299.27
11/20/2021,4415.72
11/21/2021,4264.61
11/22/2021,4090.46
11/23/2021,4341.17
11/24/2021,4271.96
11/25/2021,4523.8
11/26/2021,4042.55
11/27/2021,4100.3
11/28/2021,4297.92
11/29/2021,4448.49
11/30/2021,4642.38
12/1/2021,4580.57
12/2/2021,4514.8
12/3/2021,4219.32
12/4/2021,4124.26
12/5/2021,4201.09
12/6/2021,4357.17
12/7/2021,4309.7
12/8/2021,4439.98
12/9/2021,4111.92
12/10/2021,3902.49
12/11/2021,4088.68
12/12/2021,4135.31
12/13/2021,3785.08
12/14/2021,3862.18
12/15/2021,4020.19
12/16/2021,3957.03
12/17/2021,3876.37
12/18/2021,3961.96
12/19/2021,3924.55
12/20/2021,3945.57
12/21/2021,4017.7
12/22/2021,3982.7
12/23/2021,4112.35
12/24/2021,4047.87
12/25/2021,4109.25
12/26/2021,4063.44
12/27/2021,4037.87
12/28/2021,3793.54
12/29/2021,3629.31
12/30/2021,3710.08
12/31/2021,3675.79
1/1/2022,3766.74
1/2/2022,3830.92
1/3/2022,3765.16
1/4/2022,3785.67
1/5/2022,3536.77
1/6/2022,3406.48
1/7/2022,3196.47
1/8/2022,3080.81
1/9/2022,3150.83
1/10/2022,3083.68
1/11/2022,3240.32
1/12/2022,3373.03
1/13/2022,3242.26
1/14/2022,3309.66
1/15/2022,3328.63
1/16/2022,3349.61
1/17/2022,3210.9
1/18/2022,3161.5
1/19/2022,3084.78
1/20/2022,3002.43
1/21/2022,2569.59
1/22/2022,2412.23
1/23/2022,2541.6
1/24/2022,2442.27
1/25/2022,2459.65
1/26/2022,2464.13
1/27/2022,2425.83
1/28/2022,2547.03
1/29/2022,2603.1
1/30/2022,2603.24
1/31/2022,2689.14
2/1/2022,2790.15
2/2/2022,2681.11
2/3/2022,2697.18
2/4/2022,2997.18
2/5/2022,3015.26
2/6/2022,3057.68
2/7/2022,3141.38
2/8/2022,3118.76
2/9/2022,3246.72
2/10/2022,3074.84
2/11/2022,2928.93
2/12/2022,2918.34
2/13/2022,2872.44
2/14/2022,2931.12
2/15/2022,3185.81
2/16/2022,3124.33
2/17/2022,2894.42
2/18/2022,2780.72
2/19/2022,2764.5
2/20/2022,2622.7
2/21/2022,2570.15
2/22/2022,2638.81
2/23/2022,2580.97
2/24/2022,2597.94
2/25/2022,2769
2/26/2022,2780.32
2/27/2022,2617.32
2/28/2022,2919.85
3/1/2022,2976.59
3/2/2022,2948.63
3/3/2022,2833.71
3/4/2022,2622.51
3/5/2022,2666.18
3/6/2022,2552.58
3/7/2022,2496.67
3/8/2022,2579.18
3/9/2022,2733.05
3/10/2022,2608.64
3/11/2022,2557.57
3/12/2022,2569.87
3/13/2022,2516.83
3/14/2022,2591.45
3/15/2022,2619.61
3/16/2022,2775.15
3/17/2022,2816.26
3/18/2022,2941.32
3/19/2022,2952.64
3/20/2022,2861.26
3/21/2022,2895.01
3/22/2022,2970.47
3/23/2022,3032.98
3/24/2022,3112.85
3/25/2022,3104.04
3/26/2022,3146.36
3/27/2022,3296.46
3/28/2022,3334.29
3/29/2022,3402.62
3/30/2022,3385.11
3/31/2022,3282.78
4/1/2022,3455.72
4/2/2022,3444.68
4/3/2022,3522.49
4/4/2022,3520.15
4/5/2022,3406.48
4/6/2022,3168.91
4/7/2022,3229.28
4/8/2022,3192.92
4/9/2022,3259.62
4/10/2022,3202.89
4/11/2022,2979.52
4/12/2022,3028.77
4/13/2022,3118.5
4/14/2022,3021.76
4/15/2022,3041.21
4/16/2022,3060.28
4/17/2022,2988.4
4/18/2022,3056.2
4/19/2022,3102.52
4/20/2022,3077.74
4/21/2022,2984.24
4/22/2022,2963.17
4/23/2022,2933.65
4/24/2022,2922.37
4/25/2022,3006.45
4/26/2022,2809.6
4/27/2022,2889.72
4/28/2022,2936.49
4/29/2022,2817.23
4/30/2022,2727.87
5/1/2022,2826.04
5/2/2022,2856.12
5/3/2022,2780.63
5/4/2022,2940.31
5/5/2022,2747.28
5/6/2022,2692.08
5/7/2022,2635.19
5/8/2022,2519.08
5/9/2022,2230.95
5/10/2022,2341.58
5/11/2022,2077.83
5/12/2022,1952.81
5/13/2022,2006.51
5/14/2022,2054.03
5/15/2022,2143.12
5/16/2022,2020.12
5/17/2022,2089.29
5/18/2022,1911.68
5/19/2022,2017.78
5/20/2022,1956.88
5/21/2022,1972.18
5/22/2022,2041.08
5/23/2022,1970.7
5/24/2022,1977.85
5/25/2022,1941.04
5/26/2022,1791
5/27/2022,1724.73
5/28/2022,1790.79
5/29/2022,1811.69
5/30/2022,1997.64
5/31/2022,1940.59
6/1/2022,1817.42
6/2/2022,1833.26
